7.4637,6.8704,8.409,10.2822,12.9513,9.7573,5.7603,5.8886,3.9578,20,5.2605,2.7682,4.3213,5.5394,1.4692,6.4573,-32
7.4641,6.8708,8.4094,10.2826,12.9517,9.7576,5.7606,5.8889,3.958,20,5.2607,2.7685,4.3216,5.5398,1.4696,6.4577,-32
7.4637,6.8704,8.409,10.2822,12.9514,9.7574,5.7604,5.8887,3.9579,20,5.2604,2.7681,4.3212,5.5393,1.4691,6.4573,-32
7.4637,6.8704,8.409,10.2822,12.9514,9.7574,5.7604,5.8887,3.9579,20,5.2604,2.7681,4.3212,5.5393,1.4691,6.4573,-32
7.4603,6.8671,8.4061,10.2795,12.949,11.255,5.7586,5.8875,20,20,5.2575,2.765,4.318,5.5359,1.4656,6.4538,-31.5
7.4574,6.8643,8.4036,10.2771,12.9469,11.2533,5.7571,5.8865,20,20,5.255,2.7622,4.3151,5.5329,4.8082,1.4625,-31
7.4537,6.8608,8.4004,10.2741,12.9443,11.2511,5.7552,5.8852,20,20,5.2517,2.7587,4.3115,5.5291,4.8043,1.4586,-31
7.4439,6.8515,8.8259,8.392,12.9375,11.2456,5.7502,5.8818,20,1.2703,5.2432,2.7495,4.3019,5.5191,4.794,1.4484,-38.5
7.4309,6.839,8.8139,8.3809,12.9284,12.2573,5.7437,5.8775,20,1.2601,5.2316,2.737,4.2889,5.5055,4.7801,1.4346,-37.5
20,6.8318,8.8071,8.3746,13.132,12.2533,5.7405,5.8757,20,1.2533,5.224,20,2.7289,5.497,20,1.4261,-37
20,7.4151,6.8242,8.3681,10.2438,12.2491,5.7373,7.8367,5.8739,1.2462,20,5.216,2.7205,5.488,20,1.4172,-36
5.6032,7.3968,6.8072,8.3534,10.2302,12.9074,11.2223,5.7302,7.8319,3.2852,1.2295,5.1975,2.7009,4.2518,5.4674,1.3969,-34
5.5804,7.3756,6.7874,8.7651,8.3365,12.8948,11.2131,5.7227,9.8034,20,1.2097,5.1753,2.6776,4.2279,5.4431,4.7178,-32
5.5804,7.3756,6.7874,8.7651,8.3365,12.8948,11.2131,5.7227,9.8034,20,1.2097,5.1753,2.6776,4.2279,5.4431,4.7178,-32
6.3341,5.5537,7.3508,6.7645,8.317,10.1969,12.8804,5.7142,20,20,1.1865,5.1492,2.6502,4.1999,5.4146,20,-30
6.3041,5.5249,7.3243,6.74,8.2965,10.1781,12.8655,11.1921,5.706,20,1.1608,20,5.1203,2.62,4.169,5.3833,-27.5
1.2815,5.4934,7.2955,6.7137,8.696,8.2746,12.8499,12.1948,11.1815,20,1.1321,3.1865,5.0879,2.5863,4.1348,5.3486,-24.5
1.2635,5.4764,20,6.6994,8.6827,8.2628,12.2057,12.1885,11.1759,20,1.1166,3.1705,5.0703,2.5679,4.1161,5.3298,-24
1.2448,6.235,5.4587,7.2638,6.6847,8.2505,10.1364,12.8329,12.1818,20,20,1.1007,5.0521,20,2.5491,5.3103,-22.5
4.5462,1.2052,5.4212,7.2296,6.6535,8.2249,10.1133,12.815,20,20,20,1.0668,20,5.013,2.5084,4.0554,-20.5
4.5015,1.1619,5.3803,20,7.1924,6.6197,8.1972,12.7957,13.7847,20,20,1.03,3.08,4.97,2.4638,4.01,-18
20,1.1386,6.1296,5.3582,7.1723,6.6015,8.1822,10.0747,12.7853,20,20,1.0105,3.0591,4.9468,2.4398,3.9855,-17
20,4.4521,1.1142,5.335,7.1512,6.5823,8.1665,10.0604,20,20,20,0.9905,3.0376,4.9228,2.4147,3.9599,-16.5
5.1199,4.4008,1.065,5.2881,7.1086,6.5437,8.5375,8.1349,12.9357,20,20,0.9503,2.9936,20,4.8735,2.3636,-14.5
5.0681,4.3508,20,1.0177,20,6.5078,8.5043,8.1063,20,20,20,0.9099,2.9487,20,4.8239,2.3125,-12.5
5.0426,20,4.3264,0.995,20,7.0494,6.4911,8.0934,9.9951,20,20,0.8893,2.9258,20,4.7989,2.2869,-12
5.017,20,4.3019,0.9724,5.2002,7.0304,6.4744,8.0804,9.9837,20,20,0.8692,2.9031,20,4.7739,2.2613,-11.5
20,4.9638,4.2514,0.9263,5.156,6.9916,6.4405,8.0545,20,20,20,0.8275,20,2.8552,4.7216,2.2078,-10
20,4.9638,4.2514,0.9263,5.156,6.9916,6.4405,8.0545,20,20,20,0.8275,20,2.8552,4.7216,2.2078,-10
20,4.9638,4.2514,0.9263,5.156,6.9916,6.4405,8.0545,20,20,20,0.8275,20,2.8552,4.7216,2.2078,-10
20,4.9638,4.2514,0.9263,5.156,6.9916,6.4405,8.0545,20,20,20,0.8275,20,2.8552,4.7216,2.2078,-10
20,4.9638,4.2514,0.9263,5.156,6.9916,6.4405,8.0545,20,20,20,0.8275,20,2.8552,4.7216,2.2078,-10
20,4.9638,4.2514,0.9263,5.156,6.9916,6.4405,8.0545,20,20,20,0.8275,20,2.8552,4.7216,2.2078,-10
20,4.9638,4.2514,0.9263,5.156,6.9916,6.4405,8.0545,20,20,20,0.8275,20,2.8552,4.7216,2.2078,-10
20,4.9638,4.2514,0.9263,5.156,6.9916,6.4405,8.0545,20,20,20,0.8275,20,2.8552,4.7216,2.2078,-10
20,4.9638,4.2514,0.9263,5.156,6.9916,6.4405,8.0545,20,20,20,0.8275,20,2.8552,4.7216,2.2078,-10
20,4.9638,4.2514,0.9263,5.156,6.9916,6.4405,8.0545,20,20,20,0.8275,20,2.8552,4.7216,2.2078,-10
