1.4674,1.2848,1.7752,-22
1.4674,1.2848,1.7752,-22
1.4674,1.2848,1.7752,-22
1.4674,1.2848,1.7752,-22
1.4674,1.2848,1.7752,-22
1.4674,1.2848,1.7752,-22
1.4674,1.2848,1.7752,-22
1.4674,1.2848,1.7752,-22
1.4674,1.2848,1.7752,-22
1.3832,1.2167,1.7171,-22
1.3631,1.2016,1.701,-22
1.3631,1.2016,1.701,-22
1.3384,1.1837,1.6807,-22
1.3122,1.1653,1.6581,-22
1.3122,1.1653,1.6581,-22
1.3122,1.1653,1.6581,-22
1.3122,1.1653,1.6581,-22
1.3122,1.1653,1.6581,-22
1.3122,1.1653,1.6581,-22
1.3122,1.1653,1.6581,-22
1.3122,1.1653,1.6581,-22
1.3122,1.1653,1.6581,-22
1.3122,1.1653,1.6581,-22
1.3122,1.1653,1.6581,-22
1.7862,1.0634,1.3769,0
1.7631,1.0507,1.358,0
1.7131,1.6574,1.3177,0
1.6882,1.6391,1.2983,0
1.6352,1.6007,1.2575,0
1.6088,1.5819,1.2376,0
1.551,1.5416,1.195,0
1.5227,1.5223,1.1747,0
2.0001,1.4833,1.1338,0
1.9704,1.4656,1.1153,0
1.9378,1.4466,1.0956,0
1.8753,1.4116,1.0596,0
1.8134,2.0046,1.0266,22
1.7838,1.9848,1.266,22
1.7515,1.9634,1.2371,22
1.6871,1.9056,1.1862,22
1.6318,1.8521,1.1457,22
1.6069,1.2364,1.1285,0
1.5812,1.2145,1.1116,0
2.1266,1.177,1.0773,0
2.1266,1.177,1.0773,0
2.0454,1.6902,1.0251,0
2.0141,1.6672,1.006,0
1.9517,1.6223,0.9701,0
1.9517,1.6223,0.9701,0
1.8572,1.5567,1.2842,0
1.8572,1.5567,1.2842,0
1.7599,1.4926,1.1983,0
1.7599,1.4926,1.1983,0
1.6687,1.4361,1.1196,0
1.6687,1.4361,1.1196,0
1.5797,1.3848,1.0451,0
1.5797,1.3848,1.0451,0
1.4869,1.8851,0.9705,22
1.4869,1.8851,0.9705,22
2.0295,1.8126,0.9156,0
2.0295,1.8126,0.9156,0
1.9437,1.7428,0.8672,0
1.9437,1.7428,0.8672,0
1.851,1.6753,1.244,0
1.851,1.6753,1.244,0
1.7887,1.6314,1.188,0
1.7587,1.6108,1.1613,0
1.6985,1.5703,1.1083,0
1.6686,1.5507,1.0824,0
1.609,1.5126,1.0313,0
1.5783,1.4936,1.0055,0
1.5159,1.4564,0.9539,0
1.4554,1.9546,0.9056,22
1.4554,1.9546,0.9056,22
2.0149,1.3645,0.851,0
2.0149,1.3645,0.851,0
1.959,1.8289,0.8204,0
1.8995,1.7818,0.787,0
1.8995,1.7818,0.787,0
1.8072,1.7104,1.1869,0
1.8072,1.7104,1.1869,0
1.7464,1.6646,1.1329,0
1.684,1.6188,1.0785,0
1.6242,1.5759,1.0273,0
1.5959,1.5561,1.0035,0
1.5346,1.5142,0.9531,0
1.506,1.4951,0.9301,0
2.0989,1.4568,0.8838,0
2.0689,1.4389,0.8623,0
2.0071,1.4036,0.82,0
1.9771,1.8863,0.8004,0
1.9157,1.8386,0.7628,0
1.9157,1.8386,0.7628,0
1.8244,1.7692,1.1912,0
1.8244,1.7692,1.1912,0
1.7325,1.7015,1.1081,0
1.7325,1.7015,1.1081,0
1.637,1.6339,1.0238,0
1.637,1.6339,1.0238,0
1.5469,1.5729,0.9466,22
1.5469,1.5729,0.9466,22
2.1233,1.5053,0.884,0
2.1233,1.5053,0.884,0
2.0954,1.481,0.8671,0
2.035,1.4406,0.8266,0
1.9736,1.4013,0.7885,0
1.9438,1.3828,0.7713,0
1.8835,1.3469,1.2438,0
1.8547,1.3305,1.2178,0
1.7951,1.7805,1.1646,0
1.7951,1.7805,1.1646,0
1.9582,2.1735,1.0886,22
1.9582,2.1735,1.0886,22
1.8678,2.101,1.0208,22
1.8381,2.0731,1.0024,22
1.7853,1.6166,0.9719,0
1.7583,1.5964,0.9575,0
1.707,1.5614,0.9307,0
1.9981,1.5459,1.4692,0
1.9368,1.8761,1.4215,0
1.9071,1.8525,1.3988,0
1.8765,1.8283,1.3757,0
1.8147,1.7802,1.3301,0
1.7846,1.757,1.3084,0
1.7541,1.7337,1.2867,0
1.6928,1.6878,1.2444,0
1.6608,1.6642,1.223,22
1.5978,1.6186,1.1823,22
1.5385,1.5711,1.1503,22
1.5118,1.5464,1.1392,22
1.4602,1.4983,1.2016,22
2.4695,1.4517,1.1647,0
2.4443,1.4299,1.1482,0
2.393,1.3894,1.1135,0
2.3674,1.3696,1.0968,0
2.3674,1.3696,1.0968,0
2.2849,1.307,1.0457,0
2.2537,1.284,1.0276,0
2.1894,1.238,0.9926,0
2.1894,1.238,0.9926,0
2.0986,1.1765,1.0831,0
2.0986,1.1765,1.0831,0
2.01,1.1209,1.0104,0
1.9515,1.5193,0.9644,0
1.9515,1.5193,0.9644,0
2.2678,1.4761,0.9188,0
2.2367,1.4555,0.8973,0
2.1764,1.4168,0.8575,0
2.1445,1.397,0.8375,0
2.0775,1.357,0.7983,0
2.0154,1.322,1.3819,0
2.0154,1.322,1.3819,0
1.9223,1.6909,1.312,0
1.9223,1.6909,1.312,0
1.8322,1.6336,1.2476,0
1.8322,1.6336,1.2476,0
1.742,1.5795,1.1868,0
1.742,1.5795,1.1868,0
1.6824,1.5457,1.149,0
1.6232,1.9337,1.1136,22
1.595,1.9152,1.0975,22
1.5641,1.8952,1.0806,22
1.8995,1.8473,1.2063,0
1.8449,1.8029,1.1698,0
1.818,1.7842,1.1509,0
1.7879,1.7636,1.1301,0
1.7273,1.7231,1.09,0
1.6674,1.6843,1.0524,22
1.6393,1.6666,1.0356,22
2.0059,1.6228,1.2363,0
1.9804,1.6023,1.218,0
1.9239,1.5657,1.1748,0
1.8947,1.5474,1.153,0
1.8628,1.5277,1.1297,0
1.8047,1.4932,1.0884,0
1.7754,1.4764,1.0683,0
1.7121,1.8075,1.0267,22
1.6527,1.7654,0.99,22
1.6527,1.7654,0.99,22
1.8387,1.6964,1.209,0
1.8387,1.6964,1.209,0
1.7535,1.6339,1.1515,0
1.7535,1.6339,1.1515,0
1.6573,1.569,1.0887,0
1.6573,1.569,1.0887,0
1.5933,1.5276,1.0498,0
1.5311,1.4891,1.0145,0
1.5016,1.4714,0.9988,0
1.4392,1.4353,1.2519,0
1.4392,1.4353,1.2519,0
1.3441,2.0808,1.1799,22
1.3441,2.0808,1.1799,22
1.2587,2.0214,1.1254,22
1.2325,2.001,1.1111,22
1.2088,1.2945,1.0989,22
1.5976,1.2633,1.1648,0
1.5746,1.2492,1.145,0
1.5274,1.2216,1.1042,0
1.5025,1.2082,1.0827,0
1.4474,1.8477,1.0357,22
1.3891,1.8115,0.9868,22
