1.4079 1.2328 1.744 -22.0
1.4082 1.233 1.7441 -22.0
1.4062 1.2314 1.7429 -22.0
1.4062 1.2314 1.7429 -22.0
1.4011 1.2274 1.7392 -22.0
1.4011 1.2274 1.7392 -22.0
1.393 1.2209 1.7333 -22.0
1.393 1.2209 1.7333 -22.0
1.3818 1.2122 1.7251 -22.0
1.3818 1.2122 1.7251 -22.0
1.3677 1.2012 1.7146 -22.0
1.3677 1.2012 1.7146 -22.0
1.3506 1.1883 1.7016 -22.0
1.3506 1.1883 1.7016 -22.0
1.3308 1.1736 1.6861 -22.0
1.3308 1.1736 1.6861 -22.0
1.3084 1.1575 1.6679 -22.0
1.2961 1.1489 1.6577 -22.0
1.2836 1.1404 1.6471 -22.0
1.2702 1.1314 1.6355 -22.0
1.9387 1.1226 1.6235 0.0
1.9233 1.1136 1.6104 0.0
1.9061 1.1017 1.5998 0.0
1.9061 1.1017 1.5998 0.0
1.869 1.0766 1.5774 0.0
1.869 1.0766 1.5774 0.0
1.8288 1.0502 1.5537 0.0
1.8288 1.0502 1.5537 0.0
1.7855 1.023 1.5291 0.0
1.7855 1.023 1.5291 0.0
1.7392 0.9953 1.5038 0.0
1.7392 0.9953 1.5038 0.0
1.69 1.0238 1.8688 -22.0
1.6639 1.0 1.8479 -22.0
2.3297 0.9808 1.8247 0.0
2.3063 0.9621 1.8012 0.0
2.2815 0.9411 1.781 0.0
2.2815 0.9411 1.781 0.0
2.2553 0.9192 1.7597 0.0
2.1986 0.8728 1.7143 0.0
2.1986 0.8728 1.7143 0.0
2.1407 0.8271 1.6687 0.0
2.1407 0.8271 1.6687 0.0
2.7143 0.7844 1.6248 0.0
2.7143 0.7844 1.6248 0.0
2.657 0.7442 1.5821 0.0
2.657 0.7442 1.5821 0.0
2.5999 0.7071 1.5407 0.0
2.5999 0.7071 1.5407 0.0
2.5429 0.6734 1.5006 0.0
2.5429 0.6734 1.5006 0.0
2.4862 1.1986 1.462 0.0
2.4862 1.1986 1.462 0.0
2.4299 1.1489 1.425 0.0
2.4299 1.1489 1.425 0.0
2.4319 1.1003 1.3898 0.0
2.4319 1.1003 1.3898 0.0
2.9393 1.0532 1.3564 0.0
2.9393 1.0532 1.3564 0.0
2.8811 1.0076 1.325 0.0
2.8811 1.0076 1.325 0.0
2.8231 0.9637 1.6661 0.0
2.8231 0.9637 1.6661 0.0
2.765 0.9216 1.6191 0.0
2.765 0.9216 1.6191 0.0
2.7072 0.8817 1.5731 0.0
2.7072 0.8817 1.5731 0.0
2.6494 0.8444 1.5281 0.0
2.6494 0.8444 1.5281 0.0
2.5919 0.8099 1.4843 0.0
2.5919 0.8099 1.4843 0.0
2.5329 1.3323 1.4405 0.0
2.5329 1.3323 1.4405 0.0
2.5329 1.3323 1.4405 0.0
2.4461 1.2591 1.3785 0.0
2.4461 1.2591 1.3785 0.0
2.4166 1.2347 1.3582 0.0
2.3563 1.1857 1.3178 0.0
2.3563 1.1857 1.3178 0.0
2.299 1.1405 1.2812 0.0
2.299 1.1405 1.2812 0.0
2.2409 1.0961 1.2459 0.0
2.2409 1.0961 1.2459 0.0
2.1847 1.0546 1.2136 0.0
2.1847 1.0546 1.2136 0.0
2.7544 1.0139 1.5689 0.0
2.7544 1.0139 1.5689 0.0
2.6958 0.9766 1.5205 0.0
2.6958 0.9766 1.5205 0.0
2.6356 0.9407 1.4718 0.0
2.6356 0.9407 1.4718 0.0
2.5772 1.4597 1.4253 0.0
2.5772 1.4597 1.4253 0.0
2.5172 1.4106 1.3787 0.0
2.5172 1.4106 1.3787 0.0
2.5172 1.4106 1.3787 0.0
2.4293 1.3405 1.3127 0.0
2.4293 1.3405 1.3127 0.0
2.4293 1.3405 1.3127 0.0
2.341 1.2727 1.2494 0.0
2.341 1.2727 1.2494 0.0
2.341 1.2727 1.2494 0.0
2.253 1.2082 1.19 0.0
2.2234 1.1873 1.1709 0.0
2.1955 1.168 1.1534 0.0
2.166 1.148 1.1354 0.0
2.1381 1.1295 1.1188 0.0
2.1086 1.1105 1.1019 0.0
2.0807 1.0929 1.0865 0.0
2.0514 1.0751 1.4757 0.0
2.0236 1.0587 1.4512 0.0
2.0236 1.0587 1.4512 0.0
1.9667 1.5679 1.4015 0.0
1.9383 1.5444 1.377 0.0
1.9383 1.5444 1.377 0.0
1.9098 1.521 1.3525 0.0
2.4806 1.4732 1.3025 0.0
2.4806 1.4732 1.3025 0.0
2.4209 1.4284 1.2556 0.0
2.4209 1.4284 1.2556 0.0
2.3618 1.3851 1.2104 0.0
2.3618 1.3851 1.2104 0.0
2.3028 1.3433 1.1665 0.0
2.3028 1.3433 1.1665 0.0
2.2438 1.303 1.1243 0.0
2.2438 1.303 1.1243 0.0
2.185 1.2644 1.0839 0.0
2.185 1.2644 1.0839 0.0
2.1262 1.2275 1.0455 0.0
2.1262 1.2275 1.0455 0.0
2.0677 1.1927 1.0094 0.0
2.0677 1.1927 1.0094 0.0
2.0091 1.6994 0.9757 0.0
2.0091 1.6994 0.9757 0.0
2.0091 1.6994 0.9757 0.0
1.9214 1.6302 1.3337 0.0
1.9214 1.6302 1.3337 0.0
1.8919 1.6073 1.3076 0.0
1.8308 1.5608 1.2542 0.0
1.8308 1.5608 1.2542 0.0
1.7728 1.5177 1.2043 0.0
1.7728 1.5177 1.2043 0.0
1.715 1.4759 1.1555 0.0
1.715 1.4759 1.1555 0.0
1.6576 1.4355 1.1081 0.0
1.6576 1.4355 1.1081 0.0
1.6004 1.3967 1.062 0.0
1.6004 1.3967 1.062 0.0
2.1747 1.3596 1.0177 0.0
2.1747 1.3596 1.0177 0.0
2.1146 1.3243 0.9752 0.0
2.1146 1.3243 0.9752 0.0
2.0545 1.2909 0.9349 0.0
2.0545 1.2909 0.9349 0.0
1.9945 2.2726 0.8969 22.0
1.9945 2.2726 0.8969 22.0
1.9366 2.2244 0.8676 22.0
1.9366 2.2244 0.8676 22.0
1.9366 2.2244 0.8676 22.0
2.0807 1.6538 1.2581 0.0
2.0807 1.6538 1.2581 0.0
2.0519 1.6323 1.2377 0.0
1.995 1.6 1.1938 0.0
1.995 1.6 1.1938 0.0
1.9354 2.0284 1.1491 22.0
1.9354 2.0284 1.1491 22.0
1.8766 1.978 1.1101 22.0
1.8766 1.978 1.1101 22.0
1.8221 1.4893 1.081 0.0
1.8221 1.4893 1.081 0.0
1.769 1.4534 1.053 0.0
1.769 1.4534 1.053 0.0
1.7132 1.8275 1.5374 22.0
1.7132 1.8275 1.5374 22.0
1.9419 1.7758 1.4944 0.0
1.9419 1.7758 1.4944 0.0
1.8841 1.7241 1.4551 0.0
1.8841 1.7241 1.4551 0.0
1.8242 1.6756 1.4129 0.0
1.8242 1.6756 1.4129 0.0
1.7643 1.628 1.3722 0.0
1.7643 1.628 1.3722 0.0
1.7643 1.628 1.3722 0.0
1.6747 1.5584 1.3141 0.0
1.6747 1.5584 1.3141 0.0
1.6747 1.5584 1.3141 0.0
1.5862 1.4919 1.2607 0.0
1.5862 1.4919 1.2607 0.0
1.5558 1.4696 1.2434 0.0
1.4942 1.4254 1.2099 0.0
1.4942 1.4254 1.2099 0.0
1.4351 1.3844 1.215 0.0
1.4351 1.3844 1.215 0.0
1.3771 1.3456 1.1677 0.0
1.3771 1.3456 1.1677 0.0
1.3194 1.3085 1.1217 0.0
1.3194 1.3085 1.1217 0.0
1.262 1.2733 1.0773 22.0
1.262 1.2733 1.0773 22.0
1.901 1.2359 1.0406 0.0
1.901 1.2359 1.0406 0.0
1.8476 1.1987 1.0083 0.0
1.8476 1.1987 1.0083 0.0
2.1167 1.6233 0.9733 0.0
2.1167 1.6233 0.9733 0.0
2.0566 1.586 0.9411 0.0
2.0566 1.586 0.9411 0.0
1.9966 1.5501 1.0006 0.0
1.9966 1.5501 1.0006 0.0
1.9665 1.5327 0.9751 0.0
1.9033 1.4976 0.9224 0.0
1.9033 1.4976 0.9224 0.0
1.8429 1.9195 0.8736 22.0
1.8429 1.9195 0.8736 22.0
1.7847 1.878 0.8312 22.0
1.7847 1.878 0.8312 22.0
1.7313 1.8333 0.7983 22.0
1.7313 1.8333 0.7983 22.0
2.0478 1.3562 0.7706 0.0
2.0478 1.3562 0.7706 0.0
1.9955 1.3248 1.3602 0.0
1.9955 1.3248 1.3602 0.0
1.9408 1.7154 1.3192 0.0
1.9408 1.7154 1.3192 0.0
1.8833 1.6776 1.2773 0.0
1.8833 1.6776 1.2773 0.0
1.8243 1.6401 1.2358 0.0
1.8243 1.6401 1.2358 0.0
1.8243 1.6401 1.2358 0.0
1.736 1.5866 1.1768 0.0
1.736 1.5866 1.1768 0.0
1.736 1.5866 1.1768 0.0
1.6491 1.9602 1.1229 22.0
1.6491 1.9602 1.1229 22.0
1.6491 1.9602 1.1229 22.0
1.9621 1.4816 1.2526 0.0
1.9621 1.4816 1.2526 0.0
1.9345 1.4621 1.2333 0.0
1.8734 1.8281 1.1876 0.0
1.8734 1.8281 1.1876 0.0
1.813 1.7874 1.1439 0.0
1.813 1.7874 1.1439 0.0
1.754 1.7488 1.103 0.0
1.754 1.7488 1.103 0.0
1.6949 1.7113 1.0639 22.0
1.6949 1.7113 1.0639 22.0
1.6387 1.6706 1.0326 22.0
1.6387 1.6706 1.0326 22.0
2.0062 1.628 1.2344 0.0
2.0062 1.628 1.2344 0.0
1.9531 1.5897 1.1946 0.0
1.9531 1.5897 1.1946 0.0
1.8959 1.5529 1.1517 0.0
1.8959 1.5529 1.1517 0.0
1.8374 1.5167 1.1093 0.0
1.8374 1.5167 1.1093 0.0
1.8374 1.5167 1.1093 0.0
1.7515 1.4666 1.0505 0.0
1.7515 1.4666 1.0505 0.0
1.7515 1.4666 1.0505 0.0
1.6668 1.7779 0.997 22.0
1.6668 1.7779 0.997 22.0
1.9099 1.7579 0.9803 0.0
1.8536 1.7123 1.216 0.0
1.8536 1.7123 1.216 0.0
1.7947 1.6729 1.1721 0.0
1.7947 1.6729 1.1721 0.0
1.7329 1.6329 1.1276 0.0
1.7329 1.6329 1.1276 0.0
1.6712 1.5943 1.0848 0.0
1.6712 1.5943 1.0848 0.0
1.6094 1.5571 1.044 0.0
1.6094 1.5571 1.044 0.0
1.5477 1.5218 1.0055 0.0
1.5477 1.5218 1.0055 0.0
1.4863 1.4882 0.9694 22.0
1.4863 1.4882 0.9694 22.0
1.428 1.4525 1.2306 22.0
1.428 1.4525 1.2306 22.0
1.3753 1.4153 1.1949 22.0
1.3753 1.4153 1.1949 22.0
1.3272 1.3815 1.164 22.0
1.3272 1.3815 1.164 22.0
1.2838 1.3511 1.1377 22.0
1.2838 1.3511 1.1377 22.0
1.6898 1.3241 1.1155 0.0
1.6898 1.3241 1.1155 0.0
1.6898 1.3241 1.1155 0.0
1.6188 1.2806 1.1813 0.0
1.6188 1.2806 1.1813 0.0
1.6188 1.2806 1.1813 0.0
1.5365 1.234 1.1086 0.0
1.5365 1.234 1.1086 0.0
1.5365 1.234 1.1086 0.0
1.4479 1.8556 1.0318 22.0
1.4479 1.8556 1.0318 22.0
1.4159 1.836 1.0047 22.0
1.3569 1.7893 0.9619 22.0
1.3569 1.7893 0.9619 22.0
1.3063 1.7484 0.9277 22.0
1.3063 1.7484 0.9277 22.0
1.2621 1.7116 0.9001 22.0
1.2621 1.7116 0.9001 22.0
1.2234 1.0445 0.8782 0.0
1.2234 1.0445 0.8782 0.0
1.1834 1.0193 0.8564 0.0
1.1834 1.0193 0.8564 0.0
1.6479 1.6083 1.1359 0.0
1.6479 1.6083 1.1359 0.0
1.5945 1.5701 1.0857 0.0
1.5945 1.5701 1.0857 0.0
1.5379 1.5306 1.033 0.0
1.5379 1.5306 1.033 0.0
1.4783 1.4903 0.9779 22.0
1.4783 1.4903 0.9779 22.0
1.4234 1.4483 0.9293 22.0
1.4234 1.4483 0.9293 22.0
1.3775 1.4058 0.8915 22.0
1.3775 1.4058 0.8915 22.0
1.8618 1.3668 0.8611 0.0
1.8618 1.3668 0.8611 0.0
1.8185 1.3302 0.8302 0.0
1.8185 1.3302 0.8302 0.0
2.3721 1.2929 0.7935 0.0
2.3721 1.2929 0.7935 0.0
2.315 1.2546 0.757 0.0
2.315 1.2546 0.757 0.0
2.2547 1.2161 0.7217 0.0
2.2547 1.2161 0.7217 0.0
2.2547 1.2161 0.7217 0.0
2.1651 1.1624 1.0745 0.0
2.1651 1.1624 1.0745 0.0
2.1651 1.1624 1.0745 0.0
2.0749 1.68 1.002 0.0
2.0749 1.68 1.002 0.0
2.045 1.6572 0.9786 0.0
1.983 1.611 0.9316 0.0
1.983 1.611 0.9316 0.0
1.922 1.5666 0.8872 0.0
1.922 1.5666 0.8872 0.0
1.8625 1.5245 0.8462 0.0
1.8625 1.5245 0.8462 0.0
1.803 1.4837 0.8078 0.0
1.803 1.4837 0.8078 0.0
1.7435 1.4444 0.7724 0.0
1.7435 1.4444 0.7724 0.0
1.684 1.4065 1.1458 0.0
1.684 1.4065 1.1458 0.0
1.6248 1.3705 1.0967 0.0
1.6248 1.3705 1.0967 0.0
1.5657 1.3363 1.0488 0.0
1.5657 1.3363 1.0488 0.0
1.5086 1.8631 1.004 22.0
1.5086 1.8631 1.004 22.0
